name,year,selling_price,km_driven,fuel,transmission,mileage,engine,max_power,seats
Maruti Wagon R VXI BS IV,2017,350000,30000,Petrol,Manual,,,,
Maruti Wagon R VXI BSIII,2005,80000,40000,Petrol,Manual,,,,
Hyundai Verna 1.6 VTVT,2013,370000,60000,Petrol,Manual,,,,
Hyundai EON D Lite Plus,2012,160000,70000,Petrol,Manual,,,,
Tata Sumo Victa EX 7/9 Str BSII,2009,130000,120000,Diesel,Manual,,,,
Chevrolet Sail Hatchback 1.2 LS,2016,250000,30000,Petrol,Manual,,,,
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,270000,80000,Diesel,Manual,,,,
BMW X1 sDrive 20d xLine,2019,2600000,9500,Diesel,Automatic,,,,
Hyundai EON Era Plus,2013,160000,80000,Petrol,Manual,,,,
Hyundai EON Magna Plus,2016,229999,80000,Petrol,Manual,,,,
Mahindra Bolero Power Plus ZLX,2017,750000,29000,Diesel,Manual,,,,
Chevrolet Optra Magnum 2.0 LS,2011,195000,120000,Diesel,Manual,,,,
Datsun RediGO S,2016,270000,22000,Petrol,Manual,,,,
Skoda Fabia 1.2 MPI Ambition Plus,2012,300000,50000,Petrol,Manual,,,,
Chevrolet Beat Diesel LT,2012,200000,50000,Diesel,Manual,,,,
Maruti Zen Estilo 1.1 LXI BSIII,2007,120000,81366,Petrol,Manual,,,,
Maruti Esteem Vxi - BSIII,2006,95000,110000,Petrol,Manual,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,229999,300000,Diesel,Manual,,,,
Renault Fluence 1.5,2012,300000,90000,Diesel,Manual,,,,
Renault KWID RXT,2016,200000,53000,Petrol,Manual,,,,
Maruti Alto 800 LXI,2017,250000,30000,Petrol,Manual,,,,
Maruti Swift Dzire 1.2 Vxi BSIV,2012,368000,90000,Petrol,Manual,,,,
Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,650000,244000,Diesel,Manual,,,,
Mahindra Jeep CL 500 MDI,1997,150000,120000,Diesel,Manual,,,,
Maruti Wagon R LXI DUO BS IV,2012,180000,60000,LPG,Manual,,,,
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,525000,15000,Petrol,Manual,,,,
Ford Endeavour 4x4 XLT,2005,350000,150000,Diesel,Manual,,,,
Mahindra TUV 300 Plus P4,2018,850000,30000,Diesel,Manual,,,,
Volkswagen Jetta 2.0 TDI Comfortline,2011,350000,312000,Diesel,Manual,,,,
Maruti Swift 1.3 VXi,2005,160000,67000,Petrol,Manual,,,,
Maruti Swift LDI Optional,2017,500000,40000,Diesel,Manual,,,,
Hyundai Santro Xing GLS,2008,130000,100000,Petrol,Manual,,,,
Tata Zest Quadrajet 1.3 75PS XE,2015,350000,100000,Diesel,Manual,,,,
Maruti Wagon R LXI,2005,70000,80000,Petrol,Manual,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,750000,145000,Diesel,Manual,,,,
Honda Amaze VX i-DTEC,2013,450000,53000,Diesel,Manual,,,,
Maruti Swift Dzire LDI,2015,430000,73000,Diesel,Manual,,,,
Maruti SX4 VDI,2011,260000,90000,Diesel,Manual,,,,
Maruti Swift VDI,2013,370000,80000,Diesel,Manual,,,,
Chevrolet Aveo 1.4 CNG,2011,229999,100000,CNG,Manual,,,,
Ford Figo Diesel EXI,2011,140000,90000,Diesel,Manual,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,700000,200000,Diesel,Manual,,,,
Hyundai Elite i20 Magna Plus BSIV,2020,545000,7300,Petrol,Manual,,,,
Datsun RediGO T Option,2017,200000,30000,Petrol,Manual,,,,
Tata Safari Storme VX,2015,500000,120000,Diesel,Manual,,,,
Maruti Alto LXi,2008,70000,90000,Petrol,Manual,,,,
Mahindra Thar 4X4,2013,580000,25000,Diesel,Manual,,,,
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,160000,70000,CNG,Manual,,,,
Maruti Alto LXi,2010,160000,36000,Petrol,Manual,,,,
Maruti Ertiga SHVS ZDI Plus,2016,760000,49000,Diesel,Manual,,,,
Hyundai EON Magna Optional,2015,300000,22000,Petrol,Manual,,,,
Maruti Omni 5 Str STD LPG,1998,50000,35000,LPG,Manual,,,,
Mahindra Bolero 2011-2019 SLX,2019,800000,24000,Diesel,Manual,,,,
Maruti Swift Dzire VDI,2018,680000,20000,Diesel,Manual,,,,
Maruti 800 DUO AC LPG,2009,85000,50000,LPG,Manual,,,,
Toyota Innova Crysta 2.4 G MT BSIV,2016,1300000,70000,Diesel,Manual,,,,
Maruti Swift VXI BSIV,2016,500000,60000,Petrol,Manual,,,,
Audi Q5 2.0 TDI,2015,3500000,35000,Diesel,Automatic,,,,
Hyundai Accent GLX,2008,145000,60000,Petrol,Manual,,,,
Mahindra Quanto C6,2013,300000,60000,Diesel,Manual,,,,
Maruti Swift VDI Optional,2017,600000,60000,Diesel,Manual,,,,
Maruti Swift Dzire VXI,2015,400000,70000,Petrol,Manual,,,,
Hyundai Santro Xing XK eRLX EuroIII,2007,130000,135000,Petrol,Manual,,,,
Maruti 800 AC BSII,2001,45000,72539,Petrol,Manual,,,,
Maruti Baleno Zeta 1.2,2017,641000,25000,Petrol,Manual,,,,
Maruti Swift Dzire VDI,2015,650000,50000,Diesel,Manual,,,,
Ford Freestyle Titanium Diesel,2020,784000,101,Diesel,Manual,,,,
Ford Figo Titanium,2020,635000,101,Petrol,Manual,,,,
Ford Ecosport 1.5 Diesel Titanium,2020,1000000,101,Diesel,Manual,,,,
Ford Figo 1.5D Titanium Opt MT,2015,495000,52328,Diesel,Manual,,,,
Hyundai Santro Xing GLS,2013,324000,30000,Petrol,Manual,,,,
Ford Endeavour 3.2 Titanium AT 4X4,2016,2100000,91505,Diesel,Automatic,,,,
Maruti Alto 800 LXI,2018,200000,35000,Petrol,Manual,,,,
Maruti Swift Dzire VDI,2015,320000,60000,Diesel,Manual,,,,
Hyundai EON Magna Optional,2015,300000,20500,Petrol,Manual,,,,
Tata Indica Vista Quadrajet LX,2013,180000,200000,Diesel,Manual,,,,
Toyota Innova 2.5 V Diesel 8-seater,2008,500000,154000,Diesel,Manual,,,,
Toyota Etios VX,2011,305000,120000,Petrol,Manual,,,,
Maruti 800 AC,2009,125000,50000,Petrol,Manual,,,,
Maruti Swift Dzire ZDI,2015,800000,135000,Diesel,Manual,,,,
Mahindra Scorpio SLE BSIV,2009,420000,100000,Diesel,Manual,,,,
Maruti Vitara Brezza ZDi Plus,2017,875000,40000,Diesel,Manual,,,,
Maruti Swift Dzire ZDI,2014,580000,70000,Diesel,Manual,,,,
Maruti Swift Ldi BSIV,2011,350000,133000,Diesel,Manual,,,,
Hyundai Accent GLS,2004,120000,110000,Petrol,Manual,,,,
Tata Indica Vista TDI LS,2013,150000,180000,Diesel,Manual,,,,
Renault Duster 110PS Diesel RxZ,2013,650000,120000,Diesel,Manual,,,,
Maruti Alto K10 2010-2014 VXI,2010,225000,80000,Petrol,Manual,,,,
Honda Amaze S AT i-Vtech,2014,400000,15000,Petrol,Automatic,,,,
Hyundai Getz GLS,2005,250000,70000,Petrol,Manual,,,,
Hyundai Santro Xing GL Plus,2008,120000,41723,Petrol,Manual,,,,
Maruti SX4 Vxi BSIV,2010,250000,70000,Petrol,Manual,,,,
Maruti Alto K10 LXI,2012,175000,20000,Petrol,Manual,,,,
Maruti Ignis 1.3 Delta,2018,590000,26350,Diesel,Manual,,,,
Tata Indigo CS LX (TDI) BS-III,2015,225000,68745,Diesel,Manual,,,,
Mahindra XUV500 W6 2WD,2016,900000,47000,Diesel,Manual,,,,
Maruti Alto K10 VXI AGS,2017,375000,27289,Petrol,Automatic,,,,
Hyundai EON Era Plus,2016,320000,24662,Petrol,Manual,,,,
Maruti Swift Dzire VDI,2013,525000,37000,Diesel,Manual,,,,
Nissan Evalia XV,2014,650000,28245,Diesel,Manual,,,,
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,575000,27005,Diesel,Manual,,,,
Hyundai i10 Magna,2014,355000,39227,Petrol,Manual,,,,
Mahindra KUV 100 D75 K4 Plus 5Str,2016,470000,31367,Diesel,Manual,,,,
Maruti Wagon R LXI,2008,221000,35008,Petrol,Manual,,,,
Hyundai Santro Xing GLS,2009,195000,27005,Petrol,Manual,,,,
Hyundai Santro Xing XG,2004,90000,100005,Petrol,Manual,,,,
Hyundai Verna SX Diesel,2013,580000,45264,Diesel,Manual,,,,
Maruti Eeco 7 Seater Standard BSIV,2014,325000,39093,Petrol,Manual,,,,
Honda City Corporate Edition,2013,495000,45241,Petrol,Manual,,,,
Hyundai EON Era,2014,290000,12000,Petrol,Manual,,,,
Datsun RediGO 1.0 T Option,2018,375000,2769,Petrol,Manual,,,,
Tata Indica Vista TDI LS,2011,211000,43128,Diesel,Manual,,,,
Maruti Alto LXI,2004,70000,50000,Petrol,Manual,,,,
Hyundai i10 Magna 1.2,2010,225000,60000,Petrol,Manual,,,,
Mahindra Scorpio LX,2014,420000,70000,Diesel,Manual,,,,
Chevrolet Sail Hatchback 1.2 LS,2015,280000,22255,Petrol,Manual,,,,
Hyundai i20 Sportz 1.2,2013,400000,59213,Petrol,Manual,,,,
Mahindra XUV500 W6 2WD,2015,850000,55000,Diesel,Manual,,,,
Ford Fiesta Titanium 1.5 TDCi,2011,550000,80000,Diesel,Manual,,,,
Renault Captur 1.5 Diesel RXT Mono,2018,1000000,40000,Diesel,Manual,,,,
Mahindra Xylo D2 Maxx,2014,350000,170000,Diesel,Manual,,,,
Tata New Safari DICOR 2.2 EX 4x2,2011,350000,170000,Diesel,Manual,,,,
Honda Civic 1.8 S MT,2007,170000,70000,Petrol,Manual,,,,
Ford Aspire Titanium BSIV,2020,828999,1010,Petrol,Manual,,,,
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2020,1119000,1010,Petrol,Manual,,,,
Ford Figo Titanium,2020,746000,1111,Petrol,Manual,,,,
Ford Ecosport 1.5 Petrol Trend,2020,1030000,1010,Petrol,Manual,,,,
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2020,1334000,1010,Diesel,Manual,,,,
Ford Freestyle Titanium,2020,811999,1010,Petrol,Manual,,,,
Ford Ecosport Thunder Edition Diesel,2020,1331000,1010,Diesel,Manual,,,,
Ford Freestyle Titanium Plus,2020,852000,1010,Petrol,Manual,,,,
Tata Indica DLE,2006,45000,120000,Diesel,Manual,,,,
Renault Duster 85PS Diesel RxL Optional,2013,430000,70000,Diesel,Manual,,,,
Mahindra Scorpio S2 9 Seater,2015,830000,70000,Diesel,Manual,,,,
Mahindra Scorpio VLS 2.2 mHawk,2009,409999,110000,Diesel,Manual,,,,
Maruti Swift VDI,2012,190000,80000,Diesel,Manual,,,,
Honda Accord VTi-L (MT),2007,200000,80000,Petrol,Manual,,,,
Hyundai Accent GLX,2006,120000,110000,Petrol,Manual,,,,
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,850000,50000,Diesel,Manual,,,,
Tata Indigo CS LE (TDI) BS-III,2011,95000,115000,Diesel,Manual,,,,
Maruti Wagon R LXI BS IV,2013,213000,80000,Petrol,Manual,,,,
Volkswagen Ameo 1.5 TDI Highline Plus 16,2018,660000,25000,Diesel,Manual,,,,
Nissan Micra XL,2017,415000,48965,Petrol,Manual,,,,
Ford Ecosport 1.5 Petrol Titanium Plus,2019,1100000,5166,Petrol,Manual,,,,
Mahindra XUV500 W8 4WD,2012,650000,76290,Diesel,Manual,,,,
Mahindra XUV500 AT W10 AWD,2016,969999,70000,Diesel,Automatic,,,,
Mahindra XUV500 W10 2WD,2016,1250000,35000,Diesel,Manual,,,,
Maruti Swift Dzire AMT VDI,2017,715000,25000,Diesel,Automatic,,,,
Maruti Swift VDI,2016,565000,47000,Diesel,Manual,,,,
Mahindra Thar 4X4,2013,615000,45766,Diesel,Manual,,,,
Tata New Safari 4X4,2007,199000,78771,Diesel,Manual,,,,
Maruti Swift Vdi BSIII,2010,325000,79357,Diesel,Manual,,,,
Ford Figo Diesel EXI,2012,409999,28000,Diesel,Manual,,,,
Hyundai Verna SX CRDi AT,2012,500000,72000,Diesel,Automatic,,,,
Ford Figo Diesel LXI,2011,225000,76736,Diesel,Manual,,,,
Maruti Alto LX BSIII,2007,135000,70000,Petrol,Manual,,,,
Renault Koleos 2.0 Diesel,2012,750000,80000,Diesel,Automatic,,,,
Maruti Wagon R LXI DUO BSIII,2009,155000,60000,LPG,Manual,,,,
Volkswagen Polo Diesel Highline 1.2L,2012,335000,77000,Diesel,Manual,,,,
Ford Ikon 1.8 D,2005,114999,92645,Diesel,Manual,,,,
Mercedes-Benz New C-Class 200 CDI Classic,2007,699000,101849,Diesel,Manual,,,,
Mahindra Bolero DI,2004,110000,120000,Diesel,Manual,,,,
Hyundai i20 Asta 1.2,2012,300000,80000,Petrol,Manual,,,,
Mahindra Scorpio S4 4WD,2014,700000,70000,Diesel,Manual,,,,
Maruti Ertiga SHVS LDI Option,2017,700000,120000,Diesel,Manual,,,,
Maruti Alto 800 LXI,2013,210000,42000,Petrol,Manual,,,,
Maruti Ertiga VDI,2012,600000,120000,Diesel,Manual,,,,
Tata Manza Aura (ABS) Quadrajet BS IV,2012,180000,155836,Diesel,Manual,,,,
Maruti Wagon R VXi BSII,2011,220000,59000,Petrol,Manual,,,,
Chevrolet Spark 1.0 LT,2009,70000,60000,Petrol,Manual,,,,
Hyundai Creta 1.4 CRDi Base,2018,950000,70000,Diesel,Manual,,,,
Ford Fiesta 1.5 TDCi Ambiente,2014,800000,20000,Diesel,Manual,,,,
Mahindra XUV500 W8 4WD,2012,700000,120000,Diesel,Manual,,,,
Renault KWID 1.0,2016,265000,40000,Petrol,Manual,,,,
Volkswagen Polo Diesel Trendline 1.2L,2011,175000,90000,Diesel,Manual,,,,
Mahindra Quanto C6,2012,260000,89000,Diesel,Manual,,,,
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,950000,80000,Diesel,Manual,,,,
Maruti Swift Vdi BSIII,2009,250000,200000,Diesel,Manual,,,,
Mahindra Scorpio S10 7 Seater,2015,630000,50000,Diesel,Manual,,,,
Tata Nano LX SE,2012,35000,35000,Petrol,Manual,,,,
Chevrolet Enjoy TCDi LS 8 Seater,2014,330000,200000,Diesel,Manual,,,,
Maruti Alto LXi,2009,150000,120000,Petrol,Manual,,,,
Tata Indigo LS,2008,105000,90000,Diesel,Manual,,,,
Tata Indica Vista TDI LX,2013,185000,65000,Diesel,Manual,,,,
Fiat Grande Punto EVO 1.3 Active,2014,260000,50000,Diesel,Manual,,,,
Maruti Swift Dzire VDi,2012,450000,33000,Diesel,Manual,,,,
Maruti Swift VXI Deca,2016,500000,38000,Petrol,Manual,,,,
Maruti Alto K10 2010-2014 VXI,2012,260000,40000,Petrol,Manual,,,,
Volkswagen Polo Diesel Trendline 1.2L,2012,265000,55000,Diesel,Manual,,,,
Mahindra Thar CRDe,2017,800000,26000,Diesel,Manual,,,,
Tata Safari Storme VX Varicor 400,2016,869999,80000,Diesel,Manual,,,,
Maruti Baleno Alpha 1.2,2018,690000,40000,Petrol,Manual,,,,
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,825000,120000,Diesel,Manual,,,,
Maruti Alto LX BSIII,2006,160000,63230,Petrol,Manual,,,,
Mahindra Scorpio 2.6 SLX CRDe,2006,300000,120000,Diesel,Manual,,,,
Maruti Wagon R VXI,2005,100000,100000,Petrol,Manual,,,,
Hyundai i20 Asta 1.4 CRDi,2015,530000,77000,Diesel,Manual,,,,
Maruti Swift VXI Optional,2016,360000,30000,Petrol,Manual,,,,
Maruti Swift 1.2 DLX,2015,220000,40000,Petrol,Manual,,,,
Maruti Alto 800 LXI,2017,178000,35000,Petrol,Manual,,,,
Mahindra Thar DI 4X2,2018,515000,5000,Diesel,Manual,,,,
Maruti Ritz VXi,2014,300000,35000,Petrol,Manual,,,,
Tata Indica Vista Quadrajet LS,2012,150000,80000,Diesel,Manual,,,,
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017,750000,15000,Petrol,Manual,,,,
Toyota Innova 2.5 G1 BSIV,2012,950000,80000,Diesel,Manual,,,,
Maruti 800 Std BSII,2006,90000,40000,Petrol,Manual,,,,
Tata Indica GLS BS IV,2008,65000,110000,Petrol,Manual,,,,
Hyundai Verna 1.6 CRDI,2012,312000,90000,Diesel,Manual,,,,
Maruti Vitara Brezza LDi,2018,700000,25000,Diesel,Manual,,,,
Hyundai Santro Xing XL eRLX Euro III,2005,150000,47000,Petrol,Manual,,,,
Renault Fluence 1.5,2013,450000,60000,Diesel,Manual,,,,
Hyundai Verna Transform CRDi VGT ABS,2010,229999,120000,Diesel,Manual,,,,
Maruti Swift Ldi BSIII,2008,111000,120000,Diesel,Manual,,,,
Maruti Swift Dzire VDi,2012,250000,140000,Diesel,Manual,,,,
Ford Freestyle Titanium Plus Diesel,2019,750000,1001,Diesel,Manual,,,,
Ford Figo 1.5P Titanium AT,2017,774000,1758,Petrol,Automatic,,,,
Ford Figo 1.5P Titanium AT,2018,711000,1452,Petrol,Automatic,,,,
Ford Figo 1.5D Titanium MT,2017,600000,35122,Diesel,Manual,,,,
Maruti Swift Dzire VDI,2015,455000,92621,Diesel,Manual,,,,
Datsun GO T Petrol,2015,225000,92198,Petrol,Manual,,,,
Maruti Swift Dzire VDI,2019,650000,5000,Diesel,Manual,,,,
Chevrolet Beat LT,2013,200000,50000,Petrol,Manual,,,,
Hyundai Creta 1.6 CRDi AT SX Plus,2016,875000,74000,Diesel,Automatic,,,,
Skoda Rapid 1.5 TDI AT Ambition BSIV,2017,750000,40000,Diesel,Automatic,,,,
Maruti Swift Dzire AMT VDI,2019,725000,22000,Diesel,Automatic,,,,
Maruti Alto LXi,2007,100000,100000,Petrol,Manual,,,,
Tata Hexa XT,2019,1100000,40000,Diesel,Manual,,,,
Ford Endeavour 3.2 Titanium AT 4X4,2017,2700000,30000,Diesel,Automatic,,,,
Renault KWID RXT Optional,2016,280000,23000,Petrol,Manual,,,,
Tata Indica Vista Aqua TDI BSIII,2009,150000,30000,Diesel,Manual,,,,
Tata Manza Aura Safire,2010,200000,50000,Petrol,Manual,,,,
Maruti Ritz VDi,2010,148000,100000,Diesel,Manual,,,,
Maruti Swift Dzire VXi,2011,254999,70000,Petrol,Manual,,,,
Maruti Swift Dzire ZXI,2013,360000,60000,Petrol,Manual,,,,
Maruti Alto LX,2006,95000,90000,Petrol,Manual,,,,
Mahindra Bolero SLE BSIII,2007,185000,230000,Diesel,Manual,,,,
Tata Indica Vista Quadrajet VX,2012,185000,40000,Diesel,Manual,,,,
Renault KWID RXL,2019,300000,15000,Petrol,Manual,,,,
Hyundai Verna VTVT 1.6 SX,2018,800000,40000,Petrol,Manual,,,,
Maruti Zen LX,2000,60000,50000,Petrol,Manual,,,,
Fiat Punto 1.2 Active,2010,80000,50000,Petrol,Manual,,,,
Hyundai Xcent 1.2 VTVT S,2018,500000,8000,Petrol,Manual,,,,
Hyundai EON Era Plus,2013,250000,35000,Petrol,Manual,,,,
Tata New Safari DICOR 2.2 EX 4x2,2010,250000,80000,Diesel,Manual,,,,
Maruti Wagon R LXI BSIII,2005,125000,50000,Petrol,Manual,,,,
Maruti Alto LXi BSII,2002,100000,80000,Petrol,Manual,,,,
Mahindra Scorpio M2DI,2010,480000,90000,Diesel,Manual,,,,
Mahindra KUV 100 G80 K2,2018,320000,30000,Petrol,Manual,,,,
Maruti A-Star Vxi,2010,130000,70000,Petrol,Manual,,,,
Tata Indica DLS,2006,57000,80000,Diesel,Manual,,,,
Hyundai Santro GLS I - Euro I,2005,75000,60000,Petrol,Manual,,,,
Maruti 800 DX,2003,60000,35000,Petrol,Manual,,,,
Maruti Alto LXi BSIII,2008,125000,70000,Petrol,Manual,,,,
Honda City 1.5 EXI S,2004,105000,100000,Petrol,Manual,,,,
Maruti Wagon R LXI DUO BSIII,2008,125000,152000,LPG,Manual,,,,
Maruti Zen LXI,1998,69000,70000,Petrol,Manual,,,,
Tata Indigo LX,2012,130000,90000,Diesel,Manual,,,,
Maruti Baleno Zeta 1.2,2019,630000,40000,Petrol,Manual,,,,
Honda Amaze E i-VTEC,2016,330000,50000,Petrol,Manual,,,,
Maruti Wagon R VXI BS IV,2014,340000,15000,Petrol,Manual,,,,
Hyundai Santro Xing XG eRLX Euro III,2006,60000,120000,Petrol,Manual,,,,
Tata Safari Storme EX,2014,550000,78322,Diesel,Manual,,,,
Maruti Ertiga VDI,2014,480000,110000,Diesel,Manual,,,,
Hyundai Verna 1.6 SX CRDi (O),2013,315000,80000,Diesel,Manual,,,,
Ford Fiesta Titanium 1.5 TDCi,2012,165000,120000,Diesel,Manual,,,,
Chevrolet Beat LS,2016,170000,125000,Petrol,Manual,,,,
Maruti Baleno Delta 1.2,2018,550000,8000,Petrol,Manual,,,,
Volkswagen Ameo 1.2 MPI Trendline,2018,465000,13000,Petrol,Manual,,,,
Tata Indica Vista Quadrajet LX,2012,120000,80000,Diesel,Manual,,,,
Hyundai Verna 1.6 Xi ABS,2008,220000,54309,Petrol,Manual,,,,
Ford Figo Diesel LXI,2011,180000,70000,Diesel,Manual,,,,
Chevrolet Aveo 1.6 LT,2006,150000,34600,Petrol,Manual,,,,
Tata Zest Revotron 1.2T XMS,2016,520000,25000,Petrol,Manual,,,,
Tata Safari Storme EX,2013,430000,80000,Diesel,Manual,,,,
Mahindra Bolero DI DX 8 Seater,2009,300000,55000,Diesel,Manual,,,,
Hyundai Venue SX Opt Diesel,2020,1000000,5000,Diesel,Manual,,,,
Honda WR-V i-DTEC VX,2017,725000,30000,Diesel,Manual,,,,
Hyundai Verna 1.4 EX,2011,500000,31000,Diesel,Manual,,,,
Maruti Wagon R LXI BS IV,2011,250000,50000,Petrol,Manual,,,,
Maruti Swift Dzire VDI,2018,700000,38217,Diesel,Manual,,,,
Ford Figo Petrol ZXI,2011,185000,50000,Petrol,Manual,,,,
Maruti Ritz VDi,2011,200000,120000,Diesel,Manual,,,,
Mahindra Bolero DI,2004,315000,110000,Diesel,Manual,,,,
Tata Harrier XZ BSIV,2019,1700000,10000,Diesel,Manual,,,,
Mahindra KUV 100 mFALCON G80 K8 5str,2016,370000,60000,Petrol,Manual,,,,
Hyundai i10 Sportz,2011,250000,50000,Petrol,Manual,,,,
Maruti Ignis 1.2 Delta BSIV,2019,500000,15000,Petrol,Manual,,,,
Toyota Corolla Altis 1.8 J,2008,400000,35000,Petrol,Manual,,,,
Tata Manza Club Class Quadrajet90 LS,2014,200000,100000,Diesel,Manual,,,,
Maruti Swift Dzire VDI,2016,284000,40000,Diesel,Manual,,,,
Maruti Wagon R VXI Minor,2007,80000,60000,Petrol,Manual,,,,
Chevrolet Beat PS,2014,170000,77000,Petrol,Manual,,,,
Hyundai Accent Executive,2011,150000,60000,Petrol,Manual,,,,
Tata Manza Aura (ABS) Safire BS IV,2010,110000,77073,Petrol,Manual,,,,
Ford Figo Aspire 1.5 TDCi Titanium,2016,400000,70000,Diesel,Manual,,,,
Hyundai i10 Magna LPG,2013,275000,90000,LPG,Manual,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,800000,186000,Diesel,Manual,,,,
Mahindra Scorpio M2DI,2014,550000,90000,Diesel,Manual,,,,
Maruti Alto LX BSIII,2007,125000,100000,Petrol,Manual,,,,
Chevrolet Beat LT,2010,135000,80000,Petrol,Manual,,,,
Mahindra Scorpio LX BSIV,2012,349000,150000,Diesel,Manual,,,,
Maruti Swift VDI BSIV,2014,458000,80000,Diesel,Manual,,,,
Maruti Alto K10 VXI,2018,300000,35000,Petrol,Manual,,,,
Maruti Alto LXi,2008,95000,70000,Petrol,Manual,,,,
Maruti S-Cross Zeta DDiS 200 SH,2018,850000,50000,Diesel,Manual,,,,
Ford Freestyle Titanium Diesel,2019,750000,25000,Diesel,Manual,,,,
Ford Figo Diesel Celebration Edition,2013,190000,120000,Diesel,Manual,,,,
Maruti Wagon R LXI Minor,2009,150000,70000,Petrol,Manual,,,,
Hyundai Accent GLE,2009,114999,106000,Petrol,Manual,,,,
Toyota Innova 2.0 VX 7 Seater,2010,320000,120000,Petrol,Manual,,,,
Maruti Alto 800 CNG LXI Optional,2019,300000,120000,CNG,Manual,,,,
Maruti Ritz LXi,2016,275000,160000,Petrol,Manual,,,,
Chevrolet Aveo 1.6 LT with ABS,2010,140000,120000,Petrol,Manual,,,,
Tata Altroz XZ,2020,830000,10000,Petrol,Manual,,,,
Volkswagen Polo SR Petrol 1.2L,2013,380000,50000,Petrol,Manual,,,,
Hyundai i10 Magna 1.2,2010,150000,90000,Petrol,Manual,,,,
Chevrolet Spark 1.0 LS,2008,50000,70000,Petrol,Manual,,,,
Mahindra Bolero SLX,2008,155000,100000,Diesel,Manual,,,,
Skoda Superb 1.8 TFSI MT,2010,300000,80000,Petrol,Manual,,,,
Maruti Alto 800 LXI,2018,300000,16584,Petrol,Manual,,,,
Tata Tiago 2019-2020 XE Diesel,2016,385000,38000,Diesel,Manual,,,,
Maruti Wagon R LXI,2010,221000,51000,Petrol,Manual,,,,
Tata Tiago 1.05 Revotorq XE,2016,381000,38000,Diesel,Manual,,,,
Maruti Alto 800 LXI,2015,250999,35000,Petrol,Manual,,,,
Hyundai Santro LS zipPlus,2002,60000,120000,Petrol,Manual,,,,
Tata Tiago 1.05 Revotorq XE,2016,380000,38000,Diesel,Manual,,,,
Skoda Laura L n K 1.9 PD,2008,180000,144000,Diesel,Manual,,,,
Maruti Ciaz ZDi Plus,2017,751000,64000,Diesel,Manual,,,,
Mahindra XUV500 AT W10 FWD,2015,1250000,60000,Diesel,Automatic,,,,
Hyundai EON 1.0 Era Plus,2014,229999,65000,Petrol,Manual,,,,
Tata Safari Storme EX,2019,1250000,24000,Diesel,Manual,,,,
Mahindra Scorpio VLX 2WD BSIV,2014,782000,58000,Diesel,Manual,,,,
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014,780000,58000,Diesel,Manual,,,,
Maruti Alto 800 LXI,2016,245000,68000,Petrol,Manual,,,,
Hyundai i20 1.4 CRDi Sportz,2011,321000,81257,Diesel,Manual,,,,
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,509999,44000,Diesel,Manual,,,,
Tata Nano CX SE,2015,110000,45000,Petrol,Manual,,,,
Volkswagen Polo Diesel Highline 1.2L,2013,400000,75000,Diesel,Manual,,,,
Maruti Swift VXI,2013,370000,90000,Petrol,Manual,,,,
Hyundai Verna CRDi ABS,2007,175000,80000,Diesel,Manual,,,,
Mercedes-Benz E-Class 230,1998,1000000,35000,Petrol,Automatic,,,,
Maruti Alto 800 LXI,2013,92800,25000,Petrol,Manual,,,,
Tata Xenon XT EX 4X2,2014,291000,90000,Diesel,Manual,,,,
Hyundai Verna 1.6 SX CRDi (O),2013,335000,110000,Diesel,Manual,,,,
Maruti Omni 8 Seater BSIV,2013,170000,35000,Petrol,Manual,,,,
Maruti Alto 800 LXI,2019,295000,10000,Petrol,Manual,,,,
Renault KWID RXL,2019,375000,10000,Petrol,Manual,,,,
Hyundai EON Era Plus,2012,215000,70000,Petrol,Manual,,,,
Ford Fiesta 1.4 ZXi TDCi ABS,2009,150000,110000,Diesel,Manual,,,,
Maruti Alto LXI,2003,60000,5000,Petrol,Manual,,,,
Tata New Safari Dicor EX 4X2 BS IV,2012,280000,110000,Diesel,Manual,,,,
Toyota Etios VD,2016,450000,50000,Diesel,Manual,,,,
Mahindra XUV500 W7,2018,1150000,58000,Diesel,Manual,,,,
Maruti Baleno Delta 1.3,2018,650000,15000,Diesel,Manual,,,,
Tata Zest Revotron 1.2T XE,2015,300000,60000,Petrol,Manual,,,,
Tata Nano Twist XT,2015,73000,57000,Petrol,Manual,,,,
Maruti Swift VDI BSIV,2015,400000,87000,Diesel,Manual,,,,
